,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,
"File FERT/5: Net reproduction rate by region, subregion and country, 1950-2100 (surviving daughters per woman)",,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/FERT/F05,,,,,,,,,,,,,,,,,,,,
"ý August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,Net reproduction rate (surviving daughters per woman),,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015,2015-2020
1,Estimates,WORLD,,900,World,0,1.674,1.723,1.810,1.892,1.765,1.557,1.482,1.444,1.263,1.173,1.133,1.122,1.108,1.099
2,Estimates,UN development groups,a,1803,Label/Separator,900,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3,Estimates,More developed regions,b,901,Development Group,1803,1.247,1.279,1.237,1.113,1.006,0.902,0.877,0.869,0.802,0.745,0.748,0.796,0.796,0.789
4,Estimates,Less developed regions,c,902,Development Group,1803,1.896,1.942,2.074,2.229,2.067,1.795,1.679,1.612,1.386,1.277,1.218,1.188,1.166,1.153
5,Estimates,Least developed countries,d,941,Development Group,902,1.782,1.908,2.035,2.144,2.174,2.241,2.279,2.221,2.106,2.043,1.981,1.924,1.852,1.762
6,Estimates,"Less developed regions, excluding least developed countries",e,934,Development Group,902,1.911,1.946,2.080,2.240,2.054,1.738,1.605,1.537,1.294,1.175,1.110,1.077,1.054,1.042
7,Estimates,"Less developed regions, excluding China",,948,Development Group,1803,1.834,1.981,2.084,2.120,2.084,2.009,1.931,1.794,1.641,1.510,1.415,1.358,1.306,1.263
8,Estimates,Land-locked Developing Countries (LLDC),f,1636,Special other,1803,1.817,1.930,2.047,2.082,2.138,2.144,2.148,2.157,2.049,1.990,1.916,1.907,1.867,1.764
9,Estimates,Small Island Developing States (SIDS),g,1637,Special other,1803,1.972,2.055,2.203,2.046,1.863,1.605,1.523,1.438,1.351,1.293,1.233,1.178,1.143,1.105
10,Estimates,World Bank income groups,,1802,Label/Separator,900,...,...,...,...,...,...,...,...,...,...,...,...,...,...
11,Estimates,High-income countries,h,1503,Income Group,1802,1.324,1.373,1.354,1.224,1.087,0.964,0.916,0.885,0.870,0.828,0.815,0.840,0.820,0.797
